ticker,cnpj,company_name,sector,industry,market_cap,revenue,operating_income,net_income,equity,total_cash,total_debt,roe,operating_margin,profit_margin,debt_to_equity,revenue_growth,earnings_growth,earnings_yield,book_to_price,sales_yield,ev_to_ebit,raw_pe,raw_pb,raw_ev_ebitda,enterprise_value,ebitda,fcf,beta,trailing_eps,book_value_per_share,fundamental_source
DOTZ3,,Dotz S.A.,Communication Services,Advertising Agencies,96681608.0,276580992.0,51067000.0,7344000.0,-240022008.76500002,48188000.0,112400000.0,-0.030597194139768826,0.28009,0.02655,-0.46829038961193026,1.032,,0.07534246730155755,-2.4826025728181933,2.8607405040263707,2.818673820666967,13.272727,-0.4028031,2.819,143941216.0,51067000.0,-118270752.0,-0.01,0.55,-18.123,Yahoo Finance
DXCO3,,Dexco S.A.,Basic Materials,Lumber & Wood Production,4521196032.0,8474589184.0,1891223040.0,-9168000.0,6924329615.344,2677775104.0,8771508224.0,0.0073,0.07506,-0.0010800001,1.2667664180172382,0.052,-0.53,-0.0020277820150046526,1.5315260815062866,1.874413125203769,5.866586532279133,,0.6529435,5.867,11095023616.0,1891223040.0,15364750.0,,-0.05,7.627,Yahoo Finance
ECOR3,,EcoRodovias Infraestrutura e Logística S.A.,Industrials,Infrastructure Operations,4111121408.0,11891030016.0,5261095936.0,546745024.0,4113903930.5639997,4889879040.0,29215342592.0,0.12307,0.33336,0.04593,7.101610315920697,0.087,-0.897,0.13367174920966243,1.0006768578266338,2.8924054621351627,5.4592829717218825,7.4810123,0.9993236,5.459,28721811456.0,5261095936.0,-2380126464.0,0.568,0.79,5.914,Yahoo Finance
EGIE3,,Engie Brasil Energia S.A.,Utilities,Utilities - Renewable,39701176320.0,13680974848.0,7469018112.0,3959344896.0,18615502317.36,6530681856.0,33147752448.0,0.2859,0.46243,0.28941,1.7806531289294225,0.138,2.7,0.12272564828596451,0.46889047665624073,0.3445987276983535,7.995323255684187,8.148256,2.1326942,7.995,59717214208.0,7469018112.0,3423348224.0,0.323,3.44,13.143,Yahoo Finance
EMBJ3,,Embraer S.A.,Industrials,Aerospace & Defense,70485712896.0,44127916032.0,4756832256.0,2329171968.0,17906157630.855,11174525952.0,13665290240.0,0.12189999,0.12979001,0.05278,0.7631615068803288,0.104,1.139,0.03241769447237139,0.25403959796506154,0.626054759453305,15.745964992043646,30.847351,3.9363942,15.746,74900914176.0,4756832256.0,1674840704.0,0.683,3.21,25.155,Yahoo Finance
ENEV3,,Eneva S.A.,Utilities,Utilities - Diversified,46772973568.0,19136661504.0,6085488128.0,962659968.0,20348634801.946,2536866048.0,26299074560.0,0.071490005,0.18917999,0.050300002,1.2924245196776023,0.131,-0.915,0.02044989775051125,0.4350511298190831,0.40913929656788933,11.860548949541883,48.9,2.2985804,11.861,72177229824.0,6085488128.0,-3266925568.0,0.311,0.5,10.637,Yahoo Finance
ENGI11,,Energisa S.A.,Utilities,Utilities - Regulated Electric,13415195648.0,36704055296.0,8387615232.0,1516834944.0,23332852786.194,9454823424.0,45682962432.0,0.09408,0.20114,0.04133,1.9578815694166,0.079,,0.031506849746669174,1.1653425267982167,2.736005963615746,6.7295581428978934,31.73913,0.8581168,6.73,56444944384.0,8387615232.0,-6184883712.0,0.077,1.38,51.042,Yahoo Finance
ENJU3,,Enjoei S.A.,Consumer Cyclical,Internet Retail,155813664.0,265870000.0,-38719000.0,-17585000.0,304451715.15000004,190048992.0,8258000.0,-0.05757,-0.21375,-0.066139996,0.02712416974209317,0.031,,-0.1128591649061022,1.9539474134132628,1.7063330209602157,,,0.5117845,0.565,-21876968.0,-38719000.0,-48215752.0,0.811,-0.09,1.485,Yahoo Finance
EQTL3,,Equatorial S.A.,Utilities,Utilities - Regulated Electric,43844829184.0,54713131008.0,11680036864.0,712227968.0,25666182665.73,8964774912.0,65138839552.0,0.050029997,0.18372999,0.01752,2.537924723764032,0.102,-0.549,0.01604584490439324,0.58538680193941,1.2478810392529958,8.78107808273438,62.32143,1.7082722,8.781,102563315712.0,11680036864.0,3604028672.0,0.024,0.56,20.43,Yahoo Finance
EVEN3,,Even Construtora e Incorporadora S.A.,Real Estate,Real Estate - Development,849166272.0,1544429952.0,194992992.0,198104000.0,1903283163.876,786990976.0,1485643008.0,0.1113,-0.18339,0.12827,0.7805685649919355,-0.647,-0.353,0.4649532210564295,2.241355177132619,1.8187603569822424,9.883064515467305,2.150754,0.44615865,9.883,1927128320.0,194992992.0,-3565625.0,0.176,1.99,9.593,Yahoo Finance
EZTC3,,EZTEC Empreendimentos e Participações S.A.,Real Estate,Real Estate - Development,2959420928.0,1437549952.0,333572000.0,531142016.0,5232378044.355,1793574016.0,1816470016.0,0.10551,0.13019,0.36948,0.3471595516611641,-0.161,-0.225,0.1546391744606228,1.7680412922507724,0.4857537967643919,9.189031789238905,6.4666667,0.56559765,9.189,3065203712.0,333572000.0,451775872.0,0.441,1.65,18.865,Yahoo Finance
FESA4,,Cia de Ferro Ligas da Bahia S.A. - FERBASA,Basic Materials,Steel,1626564480.0,2175078912.0,111965000.0,147516000.0,2142976706.0,796387008.0,391535008.0,0.04439,-0.01258,0.06782,0.18270614277036384,-0.181,-0.76,0.09374999707031259,2.0177083772184905,1.337222679300116,10.927901826463627,10.666667,0.49561176,10.928,1223542528.0,111965000.0,-100030624.0,0.249,0.45,9.685,Yahoo Finance
FIQE3,,Unifique Telecomunicações S.A.,Communication Services,Telecom Services,1841784832.0,1244935936.0,561736000.0,222931008.0,1169319233.082,705374976.0,1238998016.0,0.18761998,0.28045,0.17907,1.0595891874063732,0.22,0.376,0.13107822853541576,0.6348837108902111,0.6759399438902535,4.565768403662931,7.629032,1.5750916,4.566,2564756480.0,561736000.0,101033624.0,0.178,0.62,3.003,Yahoo Finance
FLRY3,,Fleury S.A.,Healthcare,Diagnostics & Research,9910305792.0,8791348224.0,1975149056.0,704307968.0,4988857710.816,1899128960.0,5408985088.0,0.12618,0.17142001,0.08011,1.0842131408705344,0.144,0.457,0.06363137782867723,0.5034010023418718,0.8870915195267468,6.858359343994745,15.715517,1.9864879,6.858,13546281984.0,1975149056.0,840416128.0,,1.16,9.177,Yahoo Finance
FRAS3,,Frasle Mobility S.A.,Consumer Cyclical,Auto Parts,5990438400.0,5433865216.0,964955008.0,292940000.0,2520143971.917,1349042944.0,2557818880.0,0.124060005,0.15695,0.05391,1.0149495062594944,0.018,1.41,0.046296296296296294,0.42069441250088396,0.9070897408777294,7.4803302580507465,21.6,2.3770223,7.48,7218182144.0,964955008.0,1111940224.0,0.014,1.0,9.087,Yahoo Finance
GFSA3,,Gafisa S.A.,Consumer Cyclical,Residential Construction,33047134.0,492782016.0,-367739008.0,-611320000.0,9842380723.92,28799000.0,1627348992.0,-0.34651002,-0.08289,-1.24055,0.16534099194568277,-0.559,,-18.49842712532954,297.828564695944,14.911490236944601,,,0.0033576363,-4.361,1603725056.0,-367739008.0,42980124.0,0.208,-74.47,62.544,Yahoo Finance
GGBR4,,Gerdau S.A.,Basic Materials,Steel,48366415872.0,69543739392.0,9993178112.0,2237081088.0,33960240082.704002,5449220096.0,15170434048.0,0.041810002,0.12746,0.03217,0.446711625449501,0.02,0.735,0.046653145341062956,1.1064503733218882,1.4378518262764195,5.8343612943301455,21.434782,0.9037911,5.834,58303811584.0,9993178112.0,2647796480.0,0.907,1.15,27.274,Yahoo Finance
GGPS3,,GPS Participações e Empreendimentos S.A.,Industrials,Specialty Business Services,8441372160.0,17962420224.0,2084051968.0,915632000.0,4496798860.799,4077675008.0,6234079232.0,0.22337,0.12874,0.050970003,1.3863371311413997,0.07,2.077,0.11229946403957793,0.5327094808117513,2.1279028910863707,5.098916719527793,8.904762,1.8771958,5.099,10626407424.0,2084051968.0,699137728.0,0.261,1.26,5.977,Yahoo Finance
GMAT3,,Grupo Mateus S.A.,Consumer Cyclical,Department Stores,9165889536.0,40568193024.0,2546808064.0,1666745984.0,10950704155.02,1631590016.0,6883795968.0,0.14676,0.051149998,0.04109,0.6286167419511871,0.122,-0.354,0.18090452515845565,1.1947236321089432,4.425996283793748,6.218634445159351,5.5277777,0.83701366,6.219,15837668352.0,2546808064.0,826981760.0,,0.72,4.755,Yahoo Finance
GOAU4,,Metalurgica Gerdau S.A.,Basic Materials,Steel,14538390528.0,69543739392.0,9867432960.0,1333965952.0,12156483739.359999,5471215104.0,15170434048.0,0.04168,0.12833,0.01918,1.2479294484540375,0.02,0.725,0.033666970769191305,1.3230210020322926,4.783455173945373,5.958764300943373,29.702702,0.7558459,5.959,58797707264.0,9867432960.0,2670830848.0,0.87,0.37,14.54,Yahoo Finance
GRND3,,Grendene S.A.,Consumer Cyclical,Footwear & Accessories,3184624896.0,2584340992.0,275390016.0,644808000.0,3153951360.0,1058073984.0,70567000.0,0.17924,0.08727,0.24951,0.022374156080834425,-0.18,-0.245,0.1813031161473088,0.9903683704865076,0.8115056172694066,11.712771344622748,5.515625,1.0097253,11.713,3225580288.0,275390016.0,1214306688.0,0.4,0.64,3.496,Yahoo Finance
HAPV3,,Hapvida Participações e Investimentos S.A.,Financial Services,Insurance - Life,3197341696.0,31848921088.0,2371399936.0,-428847008.0,48285561765.55,8330386944.0,16215185408.0,-0.00885,0.06616,-0.013459999,0.33581851002858054,0.035,,-0.1341261112431319,15.101782236830681,9.96106269400116,5.244783138933171,,0.06621735,5.245,12437478400.0,2371399936.0,-512573248.0,0.256,-0.36,101.635,Yahoo Finance
HBOR3,,Helbor Empreendimentos S.A.,Real Estate,Real Estate Services,252117872.0,1175863040.0,128412000.0,5619000.0,1447687306.92,288247008.0,1988977024.0,0.02874,0.12222,0.00478,1.3738996083564556,0.158,-0.745,0.021052631578947368,5.742105394621887,4.663941634411383,25.941578544061304,47.5,0.17415215,25.942,3331209984.0,128412000.0,-695872384.0,1.065,0.04,10.91,Yahoo Finance
HBRE3,,HBR Realty Empreendimentos Imobiliários S.A.,Real Estate,Real Estate Services,228629136.0,555564032.0,188768000.0,36482000.0,1810289595.488,15871000.0,1708547968.0,0.03977,0.48349997,0.06567,0.9437981482401585,0.087,,0.13063062062738492,7.918017480448831,2.429979143165725,14.614291235802678,7.655173,0.12629424,14.614,2758710528.0,188768000.0,282289504.0,,0.29,17.578,Yahoo Finance
HBSA3,,Hidrovias do Brasil S.A.,Industrials,Integrated Freight & Logistics,4366828032.0,2246341120.0,815710976.0,47353000.0,2005204015.782,747587008.0,3265442048.0,0.022060001,0.33938,-0.055219997,1.6284836965711569,0.067,0.683,0.006230529595015576,0.4591900154457746,0.5144102546605618,8.440101293917124,160.5,2.1777477,8.44,6884683264.0,815710976.0,445987744.0,0.33,0.02,1.474,Yahoo Finance
HYPE3,,Hypera S.A.,Healthcare,Drug Manufacturers - Specialty & Generic,15142952960.0,8818791424.0,2720952064.0,1742553984.0,14132718796.625,1578512000.0,7689572864.0,0.13163,0.28667,0.19801001,0.5440972097906829,0.085,0.045,0.12319851432447607,0.9332867934319008,0.5823693335966091,7.811212621201106,8.116981,1.071482,7.811,21253935104.0,2720952064.0,684217728.0,0.105,2.65,20.075,Yahoo Finance
IGTI11,,Iguatemi S.A.,Real Estate,Real Estate Services,,1523744000.0,995592000.0,638571008.0,,2298068992.0,4436665856.0,0.13515,0.64286005,0.41908002,,-0.015,-0.354,0.006868942837413291,0.7018963414214721,,9.213348439923182,145.58281,1.4247118,9.213,9172736000.0,995592000.0,769820736.0,0.083,0.163,16.656,Yahoo Finance
INTB3,,Intelbras S.A. - Indústria de Telecomunicação Eletrônica Brasileira,Industrials,Building Products & Equipment,4616948736.0,4552335872.0,569356032.0,596331008.0,3302541733.23,1445232000.0,875651968.0,0.18591,0.121750005,0.13099,0.265144860756561,-0.078,0.143,0.1296952602348366,0.7153082985920015,0.9860052888401835,7.148394795613582,7.710382,1.3979986,7.148,4069981696.0,569356032.0,769173760.0,-0.033,1.83,10.093,Yahoo Finance
IRBR3,,IRB-Brasil Resseguros S.A.,Financial Services,Insurance - Reinsurance,4247563520.0,5021136896.0,657124992.0,240588000.0,5285306151.54,4468973056.0,264514000.0,0.04567,-0.01912,0.04792,0.05004705355108474,-0.285,,0.05618192155655384,1.2443148034327909,1.1821216733681714,0.09794293746782347,17.79932,0.80365515,0.098,64360752.0,657124992.0,451908128.0,,2.94,65.115,Yahoo Finance
ISAE4,,ISA Energía Brasil S.A.,Utilities,Utilities - Independent Power Producers,18029457408.0,10674519040.0,4684274176.0,2817168896.0,14932493897.887999,1757264000.0,17725698048.0,0.13186,0.50495,0.26392,1.1870554355630483,0.813,2.2,0.1671232948598239,1.2564384618429063,0.5920599160828612,7.0714074683573775,5.9836063,0.7959005,7.071,33124411392.0,4684274176.0,1482226688.0,0.118,4.27,32.102,Yahoo Finance
ITSA4,,Itaúsa S.A.,Industrials,Conglomerates,139979800576.0,8474999808.0,1934000000.0,18161000448.0,58219369286.988,6531999744.0,12147000320.0,0.18924999,0.096370004,2.14289,0.20864190850509348,0.052,0.284,0.12970376373733095,0.633867087452994,0.060544448364166815,77.7594636442606,7.7098765,1.5776178,77.759,150386802688.0,1934000000.0,-1008499968.0,0.257,1.62,7.917,Yahoo Finance
ITUB3,,Itaú Unibanco Holding S.A.,Financial Services,Banks - Regional,461706231808.0,143713992704.0,,46827999232.0,111000983482.543,484164993024.0,1115894054912.0,0.21476,0.39073002,0.32584,10.05301052208691,0.175,0.081,0.10026258771723143,0.4716877894747964,0.31126717120804054,,9.97381,2.1200464,,1103682207744.0,,,0.159,4.2,19.759,Yahoo Finance
ITUB4,,Itaú Unibanco Holding S.A.,Financial Services,Banks - Regional,429853016064.0,143713992704.0,,46827999232.0,106780196074.835,484164993024.0,1115894054912.0,0.21476,0.39073002,0.32584,10.450384021864368,0.175,0.081,0.10769229940828466,0.5066410508951334,0.33433287038424014,,9.285715,1.973784,,1071829024768.0,,,0.159,4.2,19.759,Yahoo Finance
JALL3,,Jalles Machado S/A,Consumer Defensive,Confectioners,588017920.0,2148914944.0,731507968.0,9496000.0,2010116728.2240002,1805147008.0,4900728832.0,0.0047299997,-0.27824,0.00442,2.438031962616392,-0.254,,0.015384615384615385,3.4184614557873627,3.654505876283498,5.035625082897251,65.0,0.29252926,5.036,3683599872.0,731507968.0,134564256.0,0.023,0.03,6.666,Yahoo Finance
JHSF3,,JHSF Participações S.A.,Real Estate,Real Estate - Development,7213825024.0,4052741888.0,2056057984.0,2131408000.0,7061815156.352,4291578112.0,6272048128.0,0.29331,0.48143002,0.52592,0.8881637354042584,0.885,0.866,0.2920517844028167,0.9789279877077971,0.5618020778874938,4.802763227907098,3.4240503,1.0215256,4.803,9874759680.0,2056057984.0,1786585728.0,,3.16,10.592,Yahoo Finance
JSLG3,,JSL S.A.,Industrials,Integrated Freight & Logistics,1441113088.0,9810481152.0,1498946048.0,-104482000.0,1182854160.965,1490705024.0,7711862784.0,-0.06961,0.11145,-0.010650001,6.519707195102128,0.049,-0.44,-0.07250090285766664,0.8207920413377138,6.807572031432414,5.111772359134303,,1.2183354,5.112,7662270976.0,1498946048.0,1550188928.0,0.359,-0.37,4.145,Yahoo Finance
KEPL3,,Kepler Weber S.A.,Industrials,Farm & Heavy Construction Machinery,1001429248.0,1439127040.0,183994000.0,139768000.0,791440949.7679999,354217984.0,341390016.0,0.18312,0.05286,0.09712,0.43135247942385824,-0.039,-0.562,0.14705882352941177,0.7903113518504864,1.4370731061371995,5.373007902431601,6.8,1.2653241,5.373,988601216.0,183994000.0,9124375.0,0.046,0.85,4.568,Yahoo Finance
KLBN11,,Klabin S.A.,Basic Materials,Paper & Paper Products,124711370752.0,20688439296.0,6664628224.0,176927008.0,8945574474.848001,10108760064.0,36700041216.0,0.036510002,0.12394,0.00855,4.102591881515087,-0.018,-0.517,0.037663821616909364,0.41954418035163843,0.16589056131169352,8.203755562404796,26.550678,2.3835392,8.204,54674980864.0,6664628224.0,2128736640.0,0.015,0.661,7.363,Yahoo Finance
KLBN3,,Klabin S.A.,Basic Materials,Paper & Paper Products,21952399360.0,20688439296.0,6664628224.0,176927008.0,16867863257.254002,10108760064.0,36700041216.0,0.036510002,0.12394,0.00855,2.1757374159538077,-0.018,-0.517,0.008379888080896356,2.05670394476845,0.9424226917854323,5.624288268776506,119.333336,0.48621485,5.624,37483790336.0,6664628224.0,2128736640.0,0.015,0.03,7.363,Yahoo Finance
KLBN4,,Klabin S.A.,Basic Materials,Paper & Paper Products,21400522752.0,20688439296.0,6664628224.0,176927008.0,28281723859.625,10108760064.0,36700041216.0,0.036510002,0.12394,0.00855,1.2976592727571672,-0.018,-0.517,0.008595988341639235,2.109742162713991,0.9667258849584199,5.607670425998544,116.333336,0.47399157,5.608,37373038592.0,6664628224.0,2128736640.0,0.015,0.03,7.363,Yahoo Finance
LAVV3,,Lavvi Empreendimentos Imobiliários S.A.,Real Estate,Real Estate Services,1846854528.0,1813208960.0,358144000.0,361088000.0,1367649595.296,937393024.0,1475431040.0,0.23990999,0.19179001,0.19914,1.0788077919042363,0.028,-0.303,0.19576719991041694,0.7405291139761689,0.9817822316322685,7.407197998570408,5.108108,1.3503858,7.407,2652843520.0,358144000.0,-819651264.0,0.432,1.85,6.998,Yahoo Finance
LEVE3,,MAHLE Metal Leve S.A.,Consumer Cyclical,Auto Parts,4455166976.0,5396401152.0,935900032.0,664252992.0,1071164717.0,517776000.0,1541396992.0,0.67706,0.1586,0.12309,1.4389915645438498,-0.008,0.35,0.1563735839981035,0.24043200823239197,1.2112679908677793,5.658005730253036,6.394942,4.15918,5.658,5295327744.0,935900032.0,88214000.0,0.324,5.14,7.903,Yahoo Finance
LIGT3,,Light S.A.,Utilities,Utilities - Renewable,1985844608.0,15639898112.0,1576046976.0,2414539008.0,15339274325.567999,1854622976.0,9534141440.0,0.32412,-0.01585,0.15438,0.6215510093660809,0.098,,0.9476922225458064,7.724307716645202,7.875690801281467,5.637376900115952,1.0551949,0.12946144,5.637,8884770816.0,1576046976.0,-1196595072.0,,3.08,25.104,Yahoo Finance
LJQQ3,,Lojas Quero-Quero S.A.,Consumer Cyclical,Specialty Retail,206917264.0,2813317120.0,50370000.0,-192508000.0,404937083.69100004,773102976.0,2438159872.0,-0.43785998,-0.011080001,-0.06843,6.0210832008177215,0.037,,-0.9303621953941938,1.9570000129162002,13.59633829297105,38.027138058368074,,0.5109862,38.027,1915426944.0,50370000.0,67921504.0,0.345,-0.93,1.957,Yahoo Finance
LOGG3,,LOG Commercial Properties e Participações S.A.,Real Estate,Real Estate Services,2053712256.0,268840992.0,170922000.0,402327008.0,3624115985.988,50441000.0,2359699968.0,0.11023,0.71143997,1.4965199,0.6511104989805404,0.224,0.538,0.18177947931449503,1.7646657932982723,0.13090489732170152,26.599889072208377,5.501171,0.56667954,26.6,4546506240.0,170922000.0,-15936125.0,0.399,4.27,41.452,Yahoo Finance
LREN3,,Lojas Renner S.A.,Consumer Cyclical,Department Stores,10771874816.0,15971509248.0,2326944000.0,1493933056.0,10229917580.654001,1916984960.0,3287977984.0,0.14456001,0.12481,0.09354,0.3214080619982667,0.008,0.032,0.13380909782507497,0.9496877284295764,1.482704684265057,5.220140984914119,7.4733334,1.0529777,5.22,12146975744.0,2326944000.0,1390865536.0,0.372,1.5,10.646,Yahoo Finance
LWSA3,,Locaweb Serviços de Internet S.A.,Technology,Software - Infrastructure,2213444608.0,1502420992.0,-194931008.0,-218743008.0,2462800110.132,288599008.0,74124000.0,-0.08613,0.14777,-0.14559,0.03009744871094193,0.04,0.471,-0.09882470390693418,1.1126550559924742,0.6787705400757876,,,0.89875114,-10.236,1995327104.0,-194931008.0,-239007632.0,0.15,-0.37,4.484,Yahoo Finance
MATD3,,Hospital Mater Dei S.A.,Healthcare,Medical Care Facilities,1601714944.0,2250925056.0,454038016.0,123785000.0,1494492637.7,583971008.0,2181336064.0,0.082959995,0.16752,0.05499,1.4595830109655414,0.151,0.701,0.07644628146557612,0.9330577702718464,1.4053218797963591,6.9017335499941925,13.081081,1.071745,6.902,3133649408.0,454038016.0,45536376.0,0.418,0.37,4.516,Yahoo Finance
MBRF3,,MBRF Global Foods Company S.A.,Consumer Defensive,Packaged Foods,22796328960.0,165779193856.0,11671835648.0,365583008.0,11359148573.935999,23112841216.0,74324606976.0,0.00911,0.03425,0.0022,6.543149470422515,0.047,-0.196,0.02017114978539107,0.49828847873324705,7.272188173231204,6.568138675696336,49.575756,2.0068696,6.568,76662235136.0,11671835648.0,-2757616128.0,,0.33,8.152,Yahoo Finance
MDIA3,,M. Dias Branco S.A. Indústria e Comércio de Alimentos,Consumer Defensive,Packaged Foods,5795329024.0,10445864960.0,1032798016.0,696729984.0,8365810358.88,1922240000.0,1746836992.0,0.0854,0.04908,0.066700004,0.20880666869836426,0.004,0.528,0.11117544463507327,1.443543719677552,1.8024627966317173,5.438300144836839,8.994792,0.69273967,5.438,5616665600.0,1032798016.0,589752256.0,-0.069,1.92,24.93,Yahoo Finance
MDNE3,,Moura Dubeux Engenharia S.A.,Real Estate,Real Estate Services,2405112832.0,2545797120.0,561665024.0,506355008.0,2125916494.276,518863008.0,913219968.0,0.2716,0.25045002,0.1989,0.42956530534422765,0.43,0.877,0.24450194586873616,0.8839153916187144,1.0584938411737683,5.073117915919934,4.089947,1.13133,5.073,2849392896.0,561665024.0,-483546368.0,0.336,5.67,20.498,Yahoo Finance
MEAL3,,International Meal Company Alimentação S.A.,Consumer Cyclical,Restaurants,183472992.0,1699182976.0,108142000.0,-178346000.0,769439833.36,204903008.0,869524992.0,-0.20297001,-0.06004,-0.10854,1.1300753539142194,-0.079,,-0.972055876213105,4.193750079419142,9.261215819710403,7.6568553198572245,,0.23845007,7.657,828027648.0,108142000.0,13838625.0,0.644,-0.62,2.684,Yahoo Finance
MELK3,,Melnick Desenvolvimento Imobiliário S.A.,Real Estate,Real Estate Services,559097152.0,1212587008.0,138472992.0,123669000.0,1045471170.874,234343008.0,763406976.0,0.13384,0.112840004,0.10199001,0.7302037562277321,0.423,0.883,0.21376812058916206,1.8699274711231777,2.1688305935065824,8.93443989424306,4.677966,0.5347801,8.934,1237178624.0,138472992.0,-136034624.0,0.132,0.59,5.161,Yahoo Finance
MGLU3,,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,3032824576.0,38520131584.0,1453779968.0,136615008.0,11293586857.28,1624849024.0,8604710912.0,0.01207,0.03724,0.0035499998,0.7619112528853741,-0.02,,0.028132991176143582,3.723785111383626,12.701074730409992,7.237041164127528,35.545456,0.26854396,7.237,10521065472.0,1453779968.0,1166020480.0,0.814,0.11,14.56,Yahoo Finance
MILS3,,"Mills Locação, Serviços e Logística S.A.",Industrials,Rental & Leasing Services,3554190848.0,1908754048.0,955825024.0,449044992.0,1885999429.9980001,642121024.0,1862545024.0,0.26255,0.43065,0.23526,0.987563937918038,0.049,0.213,0.12051281093359709,0.530640988312473,0.5370432060715272,4.99872311357272,8.297873,1.8845133,4.999,4777904640.0,955825024.0,537975360.0,0.012,1.88,8.278,Yahoo Finance
MLAS3,,Grupo Multilaser S.A.,Technology,Electronics & Computer Distribution,1461451008.0,4062829056.0,377212992.0,303132992.0,3089233026.1280003,777449984.0,418699008.0,0.09774999,0.109840006,0.07461,0.135534938432531,0.032,6.308,0.12154695729678594,2.1138121261538294,2.7799967523783047,2.9232876475262017,8.227273,0.47307894,2.923,1102702080.0,377212992.0,483490624.0,,0.22,3.826,Yahoo Finance
MOTV3,,Motiva Infraestrutura de Mobilidade S.A.,Industrials,Infrastructure Operations,27737163776.0,20122644480.0,9126241280.0,3378234880.0,17743744864.295998,10485000192.0,44183998464.0,0.21971,0.35694999,0.1927,2.490116872279151,0.199,0.584,0.12173912620037823,0.6397101345438355,0.7254759225747307,6.765563496475956,8.214286,1.563208,6.766,61744164864.0,9126241280.0,-6100474368.0,0.287,1.68,8.828,Yahoo Finance
MOVI3,,Movida Participações S.A.,Industrials,Rental & Leasing Services,2723036416.0,14971292672.0,5921321984.0,432464000.0,3626972098.2320004,3464793088.0,25076221952.0,0.13204001,0.26975,0.028889999,6.9138171656251854,0.024,0.97,0.1782032479323968,1.331958751901371,5.498014122775507,4.109633809773246,5.61157,0.750774,4.11,24334465024.0,5921321984.0,4438614528.0,0.316,1.21,9.044,Yahoo Finance
MRVE3,,MRV Engenharia e Participações S.A.,Real Estate,Real Estate - Development,2679091968.0,11689920512.0,1785814016.0,-575876992.0,4578095196.682,3351198976.0,8766164992.0,-0.100389995,0.14585,-0.04926,1.9148061836620014,0.107,,-0.21495230431746046,1.7088233384256268,4.363389033160656,4.881574624174077,,0.585198,4.882,8717584384.0,1785814016.0,292342112.0,0.507,-1.02,8.134,Yahoo Finance
MTRE3,,Mitre Realty Empreendimentos e Participações S.A.,Real Estate,Real Estate - Development,306746976.0,1100733056.0,93973000.0,60898000.0,1003697266.9800001,171992000.0,673590016.0,0.08293,0.10312,0.055320002,0.6711087477868185,0.191,0.636,0.19999998000000202,3.2720689681461796,3.5884071959033754,9.085718493609866,5.0000005,0.30561703,9.086,853812224.0,93973000.0,239294752.0,0.782,0.58,9.489,Yahoo Finance
MULT3,,Multiplan Empreendimentos Imobiliários S.A.,Real Estate,Real Estate Services,13125675008.0,3193019904.0,2351633920.0,1386265984.0,6755818957.7039995,81836000.0,5086900224.0,0.21899,0.78469,0.43416,0.75296574047461,0.22,0.62,0.10475121115969123,0.5147026086929668,0.24326519604164193,7.709926007530968,9.546429,1.9428695,7.71,18130923520.0,2351633920.0,913610880.0,0.129,2.8,13.758,Yahoo Finance
MYPK3,,Iochpe-Maxion S.A.,Consumer Cyclical,Auto Parts,1340439424.0,15141321728.0,1356308992.0,91458000.0,4095754009.578,1868049024.0,5663562752.0,0.049039997,0.06836,0.00604,1.382788795117004,-0.023,0.001,0.06815642526637745,3.055530882143682,11.295789617121855,4.221190234503732,14.672131,0.32727537,4.221,5725238272.0,1356308992.0,460302880.0,,0.61,27.347,Yahoo Finance
NATU3,,Natura Cosméticos S.A.,Consumer Defensive,Household & Personal Products,10560687104.0,21304530944.0,1708397056.0,-342383008.0,12454469290.182001,2358257920.0,6758220800.0,-0.02478,0.07689,-0.1247,0.5426341855712457,-0.077,-0.889,-0.03242052383791561,1.1793238026201602,2.017343259410709,8.761327689855255,,0.84794354,8.761,14967826432.0,1708397056.0,3814566400.0,0.513,-0.37,9.069,Yahoo Finance
OIBR3,,Oi S.A.,Communication Services,Telecom Services,36771336.0,2828683008.0,-1952152064.0,-2913404928.0,-15421371771.69,1149346048.0,12601308160.0,0.18891995933515615,-0.37277,-0.65130997,-0.817132765266254,-0.169,,-79.23032570804607,-419.385680511853,76.92630498929927,,,-0.0022975542,-5.898,11514369024.0,-1952152064.0,-2390597632.0,0.591,-81.95,-47.877,Yahoo Finance
ONCO3,,Oncoclínicas do Brasil Serviços Médicos S.A.,Healthcare,Medical Care Facilities,864416000.0,4571167232.0,-3464940032.0,-6965387776.0,15716654.576,113000000.0,3816999936.0,-4.38756,-0.13,-1.52377,242.8633853052113,-0.285,,-8.05791167215785,0.018181819504132328,5.2881566653092955,,,54.999996,-1.341,4647015936.0,-3464940032.0,,1.005,-4.34,0.014,Yahoo Finance
OPCT3,,OceanPact Serviços Marítimos S.A.,Industrials,Specialty Business Services,1935563904.0,2172141056.0,650974976.0,121415000.0,1017170789.954,530224992.0,2014960000.0,0.12485,0.1268,0.0559,1.9809455992057377,0.083,1.166,0.08677685591831175,0.5255165065260217,1.1222264744197255,5.645216371573706,11.52381,1.9028898,5.645,3674894592.0,650974976.0,-261664992.0,0.777,0.84,5.087,Yahoo Finance
