date,horizon,source,portfolio,n,stock_return,ibov_return,gross_alpha_vs_ibov,net_alpha_vs_ibov,cdi_return,net_excess_vs_cdi
2025-04-30,5,ranker_v2,top5,5,0.08431318550876983,0.008625348900915819,0.07568783660785401,0.07368783660785401,0.002646697441188506,0.07966648806758132
2025-04-30,5,ranker_v2,top10,10,0.07083997859067212,0.008625348900915819,0.062214629689756294,0.06021462968975629,0.002646697441188506,0.06619328114948361
2025-04-30,5,ranker_v2,top20,20,0.056988432612937345,0.008625348900915819,0.04836308371202152,0.04636308371202152,0.002646697441188506,0.05234173517174884
2025-04-30,5,ranker_v2,top_decile,11,0.06521724850270862,0.008625348900915819,0.056591899601792804,0.0545918996017928,0.002646697441188506,0.06057055106152011
2025-04-30,5,momentum_126_baseline,top10,10,0.01674013864950381,0.008625348900915819,0.008114789748587991,0.006114789748587991,0.002646697441188506,0.012093441208315304
2025-05-08,5,ranker_v2,top5,5,0.03438079585787011,0.022769980621293096,0.01161081523657701,0.00961081523657701,0.002716246397214128,0.029664549460655977
2025-05-08,5,ranker_v2,top10,10,-0.0011185546570470328,0.022769980621293096,-0.023888535278340128,-0.025888535278340126,0.002716246397214128,-0.005834801054261161
2025-05-08,5,ranker_v2,top20,20,0.01998291387359378,0.022769980621293096,-0.002787066747699318,-0.004787066747699319,0.002716246397214128,0.015266667476379649
2025-05-08,5,ranker_v2,top_decile,11,0.01052892865359342,0.022769980621293096,-0.012241051967699675,-0.014241051967699675,0.002716246397214128,0.005812682256379292
2025-05-08,5,momentum_126_baseline,top10,10,0.05362592363006204,0.022769980621293096,0.030855943008768948,0.028855943008768946,0.002716246397214128,0.04890967723284791
2025-05-15,5,ranker_v2,top5,5,0.011144712835910387,-0.014791795254568196,0.025936508090478583,0.023936508090478585,0.002716246397214128,0.006428466438696259
2025-05-15,5,ranker_v2,top10,10,0.02019891569836093,-0.014791795254568196,0.034990710952929126,0.032990710952929124,0.002716246397214128,0.0154826693011468
2025-05-15,5,ranker_v2,top20,20,0.0021835890424798552,-0.014791795254568196,0.016975384297048052,0.014975384297048052,0.002716246397214128,-0.002532657354734273
2025-05-15,5,ranker_v2,top_decile,11,0.016365397312315223,-0.014791795254568196,0.03115719256688342,0.02915719256688342,0.002716246397214128,0.011649150915101094
2025-05-15,5,momentum_126_baseline,top10,10,-0.014018500858751226,-0.014791795254568196,0.0007732943958169702,-0.0012267056041830298,0.002716246397214128,-0.018734747255965356
2025-05-22,5,ranker_v2,top5,5,-0.02248629260284658,0.009186074464752725,-0.03167236706759931,-0.03367236706759931,0.002716246397214128,-0.027202539000060706
2025-05-22,5,ranker_v2,top10,10,0.0011202335078991487,0.009186074464752725,-0.008065840956853577,-0.010065840956853577,0.002716246397214128,-0.0035960128893149793
2025-05-22,5,ranker_v2,top20,20,0.010844128133241242,0.009186074464752725,0.0016580536684885183,-0.00034194633151148177,0.002716246397214128,0.006127881736027114
2025-05-22,5,ranker_v2,top_decile,11,0.004041327103451791,0.009186074464752725,-0.0051447473613009335,-0.0071447473613009335,0.002716246397214128,-0.0006749192937623369
2025-05-22,5,momentum_126_baseline,top10,10,0.02264794495579995,0.009186074464752725,0.013461870491047223,0.011461870491047223,0.002716246397214128,0.01793169855858582
2025-05-29,5,ranker_v2,top5,5,-0.02189477256954715,-0.016587985620858392,-0.005306786948688758,-0.007306786948688758,0.002716246397214128,-0.026611018966761275
2025-05-29,5,ranker_v2,top10,10,0.0056825218023430326,-0.016587985620858392,0.022270507423201424,0.020270507423201425,0.002716246397214128,0.0009662754051289043
2025-05-29,5,ranker_v2,top20,20,-0.004676577513997543,-0.016587985620858392,0.011911408106860848,0.009911408106860848,0.002716246397214128,-0.00939282391121167
2025-05-29,5,ranker_v2,top_decile,11,0.003226739116757345,-0.016587985620858392,0.019814724737615738,0.017814724737615736,0.002716246397214128,-0.0014895072804567834
2025-05-29,5,momentum_126_baseline,top10,10,0.004878681298813981,-0.016587985620858392,0.021466666919672372,0.019466666919672374,0.002716246397214128,0.00016243490159985243
2025-06-05,5,ranker_v2,top5,5,0.022867410873179318,0.011480078686984418,0.011387332186194898,0.009387332186194898,0.002716246397214128,0.01815116447596519
2025-06-05,5,ranker_v2,top10,10,0.02449659091784633,0.011480078686984418,0.01301651223086191,0.01101651223086191,0.002716246397214128,0.019780344520632202
2025-06-05,5,ranker_v2,top20,20,0.007536150270060255,0.011480078686984418,-0.003943928416924164,-0.005943928416924164,0.002716246397214128,0.0028199038728461264
2025-06-05,5,ranker_v2,top_decile,11,0.021853564247254233,0.011480078686984418,0.010373485560269817,0.008373485560269817,0.002716246397214128,0.017137317850040107
2025-06-05,5,momentum_126_baseline,top10,10,-0.009062355831977153,0.011480078686984418,-0.020542434518961573,-0.022542434518961575,0.002716246397214128,-0.013778602229191281
2025-06-12,5,ranker_v2,top5,5,-0.015241960138755895,-0.0049637155297532765,-0.010278244609002618,-0.012278244609002618,0.002724915188539123,-0.01996687532729502
2025-06-12,5,ranker_v2,top10,10,-0.020525900549324006,-0.0049637155297532765,-0.01556218501957073,-0.017562185019570728,0.002724915188539123,-0.025250815737863128
2025-06-12,5,ranker_v2,top20,20,-0.015398125036137212,-0.0049637155297532765,-0.010434409506383935,-0.012434409506383935,0.002724915188539123,-0.020123040224676335
2025-06-12,5,ranker_v2,top_decile,11,-0.021638414775356288,-0.0049637155297532765,-0.01667469924560301,-0.018674699245603013,0.002724915188539123,-0.026363329963895413
2025-06-12,5,momentum_126_baseline,top10,10,-0.0282469464885186,-0.0049637155297532765,-0.023283230958765323,-0.02528323095876532,0.002724915188539123,-0.03297186167705772
2025-06-20,5,ranker_v2,top5,5,0.009748309017029656,-0.0018232737244376906,0.011571582741467346,0.009571582741467346,0.002759591103289827,0.004988717913739829
2025-06-20,5,ranker_v2,top10,10,0.0030284824967169222,-0.0018232737244376906,0.0048517562211546125,0.0028517562211546124,0.002759591103289827,-0.0017311086065729046
2025-06-20,5,ranker_v2,top20,20,-0.0024949888398798138,-0.0018232737244376906,-0.000671715115442123,-0.002671715115442123,0.002759591103289827,-0.00725457994316964
2025-06-20,5,ranker_v2,top_decile,11,0.003378628493467635,-0.0018232737244376906,0.005201902217905326,0.003201902217905326,0.002759591103289827,-0.0013809626098221918
2025-06-20,5,momentum_126_baseline,top10,10,0.009764622042764215,-0.0018232737244376906,0.011587895767201905,0.009587895767201905,0.002759591103289827,0.005005030939474388
2025-06-27,5,ranker_v2,top5,5,0.02754160218017627,0.03369719287478268,-0.006155590694606405,-0.008155590694606404,0.002759591103289827,0.022782011076886446
2025-06-27,5,ranker_v2,top10,10,0.013526083115720122,0.03369719287478268,-0.020171109759062555,-0.022171109759062557,0.002759591103289827,0.008766492012430295
2025-06-27,5,ranker_v2,top20,20,0.013026286523301423,0.03369719287478268,-0.020670906351481257,-0.02267090635148126,0.002759591103289827,0.008266695420011596
2025-06-27,5,ranker_v2,top_decile,11,0.012296439196109203,0.03369719287478268,-0.021400753678673477,-0.023400753678673475,0.002759591103289827,0.007536848092819376
2025-06-27,5,momentum_126_baseline,top10,10,0.008304738434762881,0.03369719287478268,-0.025392454440019797,-0.027392454440019795,0.002759591103289827,0.003545147331473054
2025-07-04,5,ranker_v2,top5,5,-0.037893319212509956,-0.03739804068477082,-0.0004952785277391403,-0.0024952785277391402,0.002759591103289827,-0.042652910315799784
2025-07-04,5,ranker_v2,top10,10,-0.04534852029724542,-0.03739804068477082,-0.007950479612474604,-0.009950479612474604,0.002759591103289827,-0.05010811140053525
