ticker,cnpj,company_name,sector,industry,market_cap,revenue,operating_income,net_income,equity,total_cash,total_debt,roe,operating_margin,profit_margin,debt_to_equity,revenue_growth,earnings_growth,earnings_yield,book_to_price,sales_yield,ev_to_ebit,raw_pe,raw_pb,raw_ev_ebitda,enterprise_value,ebitda,fcf,beta,trailing_eps,book_value_per_share,fundamental_source,price,avg_daily_volume_brl,pe,pb,ev_ebitda,fcf_yield,fcf_margin,debt_to_ebitda,ret_3m,ret_6m,ret_12m,price_to_ma50,price_to_ma200,volatility,max_drawdown,history_days,last_price_date,model_group,__quality_roe,__quality_operating_margin,__quality_profit_margin,__quality_debt_to_equity,quality_score,quality_coverage,__growth_revenue_growth,__growth_earnings_growth,growth_score,growth_coverage,__valuation_earnings_yield,__valuation_book_to_price,__valuation_sales_yield,__valuation_ev_to_ebit,valuation_score,valuation_coverage,__momentum_ret_3m,__momentum_ret_6m,__momentum_ret_12m,__momentum_price_to_ma50,__momentum_price_to_ma200,momentum_score,momentum_coverage,__risk_volatility,__risk_max_drawdown,risk_score,risk_coverage,__weighted_quality,__weighted_growth,__weighted_valuation,__weighted_momentum,__weighted_risk,score,data_coverage,has_quality,has_valuation,has_momentum,n_components,data_quality,signal,entry_watch_low,entry_watch_high,max_position_pct,in_portfolio,action
VTRU3,,Vitru Educação S.A.,Consumer Defensive,Education & Training Services,2069136640.0,2292422912.0,734963968.0,1114866048.0,4537763175.132,989596032.0,2818420992.0,0.35219002,0.29665002,0.48633,0.62110358853578,0.061,15.147,0.6062992307396621,2.193070948476868,1.107912772739842,4.7250630713912765,1.6493506,0.4559816,4.725,3472751104.0,734963968.0,253856256.0,0.425,7.7,27.852,Yahoo Finance,12.699999809265137,7452656.221405665,1.649350624579888,0.45598161027090106,4.7250630713912765,0.12268704303646182,0.11073709596565051,2.4883192096840316,-0.05223879322333247,-0.15794188478305216,,0.9838402123955912,0.9263453756890794,0.3854115777157398,-0.2882058453173313,250,2026-08-14 00:00:00+00:00,general,100.0,100.0,100.0,66.66666666666667,91.66666666666667,1.0,80.0,100.0,90.0,1.0,93.33333333333333,86.66666666666667,20.0,57.142857142857146,64.28571428571429,1.0,80.0,60.0,,86.66666666666667,80.0,76.66666666666667,0.8,66.66666666666667,80.0,73.33333333333334,1.0,22.916666666666668,18.0,12.85714285714286,15.333333333333336,11.000000000000002,80.10714285714286,0.96,True,True,True,5,OK,FORTE_CANDIDATA,12.205454721519684,12.699999809265137,5.0,False,AGUARDAR_FAIXA_DE_ENTRADA
