ticker,sector,datetime,raw_score_20d,rank_score_20d,confirm_20d,raw_score_60d,rank_score_60d,confirm_60d,qlib_v4_ensemble_rank,qlib_v4_confirm,qlib_v4_status
ECOR3,Industrials,2026-08-07,0.3324370758578982,25.471698113207548,False,0.32008100066621803,54.24528301886793,False,39.85849056603774,False,NAO_CONFIRMA
EGIE3,Utilities,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32008100066621803,54.24528301886793,False,66.0377358490566,False,NAO_CONFIRMA
EMBJ3,Industrials,2026-08-07,0.3336780382148908,32.075471698113205,False,0.3115823141245053,31.60377358490566,False,31.839622641509433,False,NAO_CONFIRMA
ENEV3,Utilities,2026-08-07,0.3294766100742007,17.452830188679243,False,0.3159260532889446,40.09433962264151,False,28.77358490566038,False,NAO_CONFIRMA
ENGI11,Utilities,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
ENJU3,Consumer Cyclical,2026-08-07,0.3324370758578982,25.471698113207548,False,0.32008100066621803,54.24528301886793,False,39.85849056603774,False,NAO_CONFIRMA
EQTL3,Utilities,2026-08-07,0.34578447537589063,77.83018867924528,False,0.32584008826903804,79.24528301886792,False,78.5377358490566,False,NAO_CONFIRMA
EVEN3,Real Estate,2026-08-07,0.3375903282868248,46.69811320754717,False,0.3186540121248611,44.339622641509436,False,45.51886792452831,False,NAO_CONFIRMA
EZTC3,Real Estate,2026-08-07,0.3510358319375635,96.69811320754717,True,0.32950788063752223,91.50943396226415,True,94.10377358490567,False,NAO_CONFIRMA
FESA4,Basic Materials,2026-08-07,0.34386452352612934,60.84905660377359,False,0.33245071548987826,94.81132075471697,True,77.83018867924528,False,NAO_CONFIRMA
FIQE3,Communication Services,2026-08-07,0.3294766100742007,17.452830188679243,False,0.32792076176419505,87.73584905660378,False,52.59433962264151,False,NAO_CONFIRMA
FLRY3,Healthcare,2026-08-07,0.3176638965027052,4.245283018867925,False,0.3115823141245053,31.60377358490566,False,17.92452830188679,False,NAO_CONFIRMA
